Record_ID,Customer_Name,City,State,Region,Category,Sub_Category,Transaction_Date,Quantity,Unit_Price,Discount,Revenue,Profit,Rating,Status
MOV1397,Christopher Rodriguez,West Erica,Texas,East,C,Type2,2024-09-17,10,340.59,0.13,4556.3,-27.2,2.8,Pending
MOV1398,William Harvey,Johnsonmouth,North Dakota,South,D,Type1,2023-08-25,4,422.36,0.03,7559.95,2247.21,3.6,Pending
MOV1399,Katelyn Moore,Staceytown,Pennsylvania,South,B,Type2,2025-01-24,6,649.19,0.07,4628.9,4205.55,4.1,Pending
MOV1400,Bethany Ball MD,Meganburgh,Utah,West,B,Type2,2025-11-29,10,861.21,0.02,6342.92,1371.36,4.2,Completed
MOV1401,Jordan Shaffer,New Andreashire,Idaho,South,B,Type2,2025-06-30,6,189.73,0.25,764.79,-470.39,2.8,Completed
MOV1402,Christina Young,North William,Connecticut,East,B,Type1,2025-02-16,7,63.16,0.24,9497.39,4073.35,3.6,Cancelled
MOV1403,Jenna Bray,Scottside,South Dakota,East,D,Type2,2023-07-04,8,165.08,0.18,337.26,3317.38,2.9,Pending
MOV1404,Traci Conway,New Lisafort,Indiana,East,A,Type2,2024-01-14,11,284.16,0.24,1640.17,,2.1,Pending
MOV1405,Elizabeth Griffin,Terriland,New Mexico,South,B,Type3,2024-02-25,16,723.28,0.21,9771.63,2252.75,3.8,Cancelled
MOV1406,Darlene Calhoun,Elizabethshire,North Dakota,North,A,Type1,2024-09-23,8,750.27,0.0,7422.99,2558.83,4.7,Pending
MOV1407,Mary Burke,East Angelamouth,Indiana,East,C,Type1,2024-01-15,12,34.12,0.08,3374.06,327.84,4.0,Completed
MOV1408,Julie Chen,North Brittany,Virginia,South,B,Type2,2024-03-11,9,928.06,0.05,7665.99,308.09,2.6,Completed
MOV1409,William Davis,Port Christopher,Delaware,South,A,Type2,2024-10-07,2,396.67,0.21,3823.88,-108.6,3.7,Cancelled
MOV1410,Chelsea Mcdonald,South Sarah,North Dakota,South,A,Type3,2026-02-04,13,751.81,0.22,4758.66,-437.5,4.2,Cancelled
MOV1411,Becky Russell,North Russell,Illinois,North,B,Type1,2023-08-15,4,815.77,0.15,3191.82,3838.72,5.0,Completed
MOV1412,Erin Mcdaniel,West Jessestad,Kentucky,North,D,Type3,2024-04-30,3,804.18,0.04,2076.07,2961.6,2.1,Pending
MOV1413,Melissa Gibson,Michelleshire,Colorado,North,B,Type1,2025-07-10,13,417.51,0.28,6082.58,1021.61,3.9,Cancelled
MOV1414,Emily Davis,New Tina,New Mexico,West,C,Type1,2023-07-26,16,434.33,0.2,2305.59,1605.71,2.8,Completed
MOV1415,Jacob Steele,South Lisaville,Nevada,West,A,Type2,2026-04-22,8,167.94,0.2,5819.51,11.46,4.3,Cancelled
MOV1416,David Guzman Jr.,Jillchester,Mississippi,East,B,Type3,2023-10-09,14,677.26,0.11,2707.88,4075.55,3.5,Pending
MOV1417,Sarah Soto,Port Elaineport,Georgia,North,D,Type3,2024-10-29,7,532.82,0.15,5305.25,1565.8,1.7,Pending
MOV1418,Christopher Moore,South Dalestad,Connecticut,East,B,Type2,2024-12-24,19,841.79,0.25,1302.45,558.21,4.6,Cancelled
MOV1419,Debra King,South Elizabethmouth,Wisconsin,East,D,Type3,2025-08-13,11,922.88,0.1,9700.81,934.15,3.1,Completed
MOV1420,Ashley Collier,Laurabury,Alabama,North,C,Type2,2025-11-15,13,731.34,0.0,2667.29,3070.6,4.6,Cancelled
MOV1421,Kyle Long,Michaelton,Washington,East,D,Type1,2025-08-22,12,833.75,0.06,7338.22,2905.01,4.9,Pending
MOV1422,Robert Lee,New Jason,Florida,East,B,Type3,2023-11-07,12,720.64,0.17,5407.1,1834.56,2.7,Cancelled
MOV1423,Monica Edwards,West Alexandraberg,Illinois,North,C,Type3,2025-12-20,11,87.91,0.07,9537.61,4601.66,1.9,Completed
MOV1424,Courtney Obrien,Ericburgh,California,South,B,Type3,2023-06-22,16,862.42,0.21,9918.1,-152.48,3.8,Completed
MOV1425,Ryan Nelson,Munozmouth,Mississippi,East,B,Type2,2026-02-01,13,228.54,0.04,2578.82,3798.45,1.9,Cancelled
MOV1426,Audrey Marquez,New Mistyborough,Michigan,West,C,Type2,2024-01-25,5,190.49,0.18,7937.99,1014.92,3.3,Cancelled
MOV1427,John Johnson,North Daniel,Nevada,West,B,Type3,2025-03-23,8,534.56,0.04,5852.97,4500.66,4.5,Cancelled
MOV1428,Jennifer Hernandez,Lake Thomas,Rhode Island,North,B,Type1,2025-05-05,15,473.19,0.22,9215.95,1554.86,1.6,Pending
MOV1429,Brett Howard,Baileyburgh,Arkansas,North,B,Type2,2025-12-21,13,527.9,0.04,109.89,472.39,3.1,Completed
MOV1430,Scott Meyer,North Lesliefort,Iowa,North,D,Type3,2025-09-01,11,855.58,0.3,7624.77,4851.55,2.0,Pending
MOV1431,Melissa Simpson,West Hannahshire,Florida,East,D,Type1,2024-12-31,4,334.98,0.17,3950.11,1593.47,3.0,Cancelled
MOV1432,Teresa Woods,South Melanie,Delaware,West,C,Type2,2025-11-25,17,309.59,0.11,4482.37,1802.58,1.2,Pending
MOV1433,Dustin Martinez,North Elaineburgh,Pennsylvania,South,C,Type3,2025-05-01,18,771.08,0.07,5385.0,1639.73,1.2,Completed
MOV1434,Rebecca Johnson,West Miranda,New Hampshire,North,B,Type2,2025-08-23,9,275.18,0.23,7179.79,2877.18,2.7,Pending
MOV1435,Victoria Wilkerson,South Iantown,Georgia,East,A,Type1,2026-04-02,5,151.52,0.11,4692.92,4844.28,3.6,Completed
MOV1436,Hailey Moon,Campbellborough,Pennsylvania,South,B,Type1,2025-10-26,14,773.61,0.02,1651.05,186.88,4.7,Cancelled
MOV1437,Jonathan Brown,Jasonberg,Maine,West,D,Type2,2024-11-26,7,621.78,0.2,1442.11,3159.38,4.1,Completed
MOV1438,Brittany Scott,Kaylamouth,Pennsylvania,West,A,Type3,2023-11-26,10,968.96,0.14,4114.63,-415.58,1.3,Pending
MOV1439,Ryan Hammond,Adamsfurt,Ohio,North,D,Type1,2024-04-02,3,970.02,0.28,2309.89,3757.2,2.0,Pending
MOV1440,Crystal Ramos,Willisland,South Carolina,North,C,Type2,2024-10-21,2,174.73,0.2,3697.58,1144.4,4.2,Completed
MOV1441,Mariah Mccullough,South Teresa,Utah,East,A,Type3,2023-10-02,10,98.81,0.05,3444.96,4765.57,2.9,Completed
MOV1442,Angela Strong,Robertbury,Montana,South,D,Type1,2025-01-01,11,358.56,0.16,807.95,1764.63,3.2,Pending
MOV1443,Paul Hanson,North Jesseside,Virginia,South,B,Type1,2024-04-03,5,593.96,0.19,8219.46,2537.57,3.9,Completed
MOV1444,Laurie Hernandez,Markburgh,Wisconsin,North,A,Type1,2024-12-14,10,785.51,0.08,8577.8,3207.12,4.6,Pending
MOV1445,Matthew Vasquez,Donaldport,Utah,East,A,Type3,2025-07-27,2,652.23,0.21,1150.68,552.67,1.8,Completed
MOV1446,Jennifer Lopez,South Curtis,Virginia,East,D,Type2,2025-04-25,4,139.94,0.23,5868.52,,4.7,Completed
MOV1447,Daniel Martin,Dyerport,New Mexico,West,A,Type3,2024-04-03,3,754.78,0.0,1083.11,1315.12,1.7,Cancelled
MOV1448,Eric Mitchell,,New Hampshire,South,A,Type2,2024-08-30,2,393.18,0.07,7925.06,2637.63,2.2,Cancelled
MOV1449,Richard Taylor,Cruzmouth,Iowa,East,B,Type2,2023-09-19,17,83.35,0.13,1706.15,80.13,2.1,Completed
MOV1450,Phillip Reyes,Blackstad,Ohio,East,C,Type3,2024-04-08,2,681.66,0.19,2855.3,1731.62,1.1,Completed
MOV1451,Debra Castillo,South Juanville,Wyoming,South,A,Type1,2023-09-05,2,210.26,0.07,6685.26,293.82,3.1,Pending
MOV1452,James Robinson,Mariaside,Texas,North,B,Type3,2025-07-24,8,339.99,0.26,387.25,1678.12,1.3,Pending
MOV1453,Michelle Hamilton,Port Philip,Missouri,North,D,Type3,2024-12-07,12,938.34,0.06,2344.77,4986.65,1.0,Pending
MOV1454,Patrick Gordon,Port Jonathanberg,Indiana,North,A,Type1,2023-12-29,18,153.64,0.25,916.23,1078.8,3.1,Pending
MOV1455,Vincent Hines,Michelleberg,Florida,North,B,Type2,2024-09-13,12,149.46,0.14,4519.19,721.33,1.5,Pending
MOV1456,Matthew Collier,Gregoryborough,Idaho,West,D,Type2,2024-06-22,11,450.65,0.03,2811.29,3963.04,3.4,Cancelled
MOV1457,Shane Evans,Brianborough,South Dakota,South,A,Type3,2026-04-18,15,277.97,0.21,5164.7,1610.07,1.7,Pending
MOV1458,Kevin Moore,Davidside,Arkansas,North,B,Type1,2025-11-17,9,678.47,0.2,5864.38,3473.25,1.5,Cancelled
MOV1459,Katherine Stewart,Mcdanielton,Arkansas,West,D,Type2,2023-08-16,5,533.42,,4297.21,4483.48,4.5,Pending
MOV1460,Joshua Stewart,Port Deannamouth,Texas,West,A,Type2,2024-05-20,7,961.06,0.03,7479.26,3987.69,4.3,Cancelled
MOV1461,Brian Sanchez,Port Megan,Minnesota,North,C,Type1,2023-09-24,12,648.27,0.03,3965.76,3483.81,1.3,Completed
MOV1462,Austin Campbell,Colemanport,Illinois,East,D,Type3,2025-03-09,9,741.95,0.28,4860.26,4260.28,2.5,Pending
MOV1463,Leslie Wiley,Murphyport,Michigan,West,C,Type2,2026-02-10,9,191.21,0.08,617.41,4429.94,1.5,Completed
MOV1464,David White,West Alejandrashire,Vermont,West,C,Type2,2023-06-25,16,340.71,0.25,4532.35,54.94,3.2,Cancelled
MOV1465,Laura Aguilar,East Denise,Pennsylvania,South,D,Type1,2023-09-27,6,105.16,0.24,1666.97,1739.19,1.2,Pending
MOV1466,Chad Orozco II,Lloydmouth,Vermont,West,C,Type1,2025-08-02,17,144.72,0.09,9519.01,4891.96,3.7,Pending
MOV1467,Jacob Ward,Johnathanshire,Oregon,East,C,Type2,2025-01-14,3,17.35,0.24,3713.28,2336.9,3.2,Cancelled
MOV1468,John Massey,East Cheryl,New Jersey,South,B,Type2,2025-12-04,6,50.15,0.04,359.74,1370.96,4.6,Pending
MOV1469,Cody Alvarado,Erikabury,Idaho,South,A,Type3,2025-10-11,3,421.4,0.06,6023.02,2904.88,1.3,Cancelled
MOV1470,John Thompson,Flemington,Iowa,South,A,Type3,2024-07-23,4,319.48,0.25,3509.79,3685.15,4.5,Completed
MOV1471,Sharon Lynch,Jameston,Connecticut,East,B,Type2,2025-08-12,8,152.16,0.0,8812.19,2529.29,1.0,Completed
MOV1472,Justin Simmons,Stephaniefurt,Florida,West,A,Type3,2024-02-11,12,532.63,0.07,8179.14,1367.45,2.8,Completed
MOV1473,Christine Erickson,East Sarah,Tennessee,East,B,Type2,2024-09-17,6,625.6,0.17,9201.04,2925.64,4.3,Pending
MOV1474,George Schmidt,East Raymondfort,New Mexico,West,D,Type3,2024-05-15,6,737.91,0.25,6029.59,903.18,1.8,Completed
MOV1475,Angel Burgess,Simmonstown,Georgia,South,B,Type3,2026-03-01,8,749.46,0.18,8468.75,1508.43,3.7,Pending
MOV1476,Michael Campbell,Adamberg,South Carolina,South,C,Type2,2026-05-11,16,442.83,0.2,8528.17,3330.04,3.2,Completed
MOV1477,Lauren Gillespie,Katherineburgh,West Virginia,East,C,Type2,2024-10-02,6,346.0,0.09,1612.69,,3.8,Completed
MOV1478,Richard Sweeney,Smithview,Vermont,West,B,Type3,2024-04-19,12,701.32,0.27,126.66,2843.32,2.5,Pending
MOV1479,Sharon Day,Villaside,Nevada,North,B,Type1,2024-09-04,12,894.29,0.06,1179.26,2610.27,1.2,Cancelled
MOV1480,Susan Garcia,East Thomasberg,Idaho,North,A,Type2,2024-06-18,15,717.98,0.16,3606.85,3091.41,3.5,Pending
MOV1481,David Kelly,Mirandaview,New Mexico,South,B,Type2,2024-06-21,10,970.54,0.23,6130.17,3545.36,2.2,Cancelled
MOV1482,Gerald Arroyo,South Coreyview,Montana,East,B,Type2,2025-10-03,12,306.34,0.22,7212.29,3070.23,2.3,Completed
MOV1483,Robert Acevedo,New Stevenhaven,Colorado,East,C,Type1,2026-01-21,14,673.12,0.03,4586.83,2127.11,1.7,Cancelled
MOV1484,Chelsea Sandoval,East Timothyton,Delaware,South,D,Type2,2024-01-25,4,771.19,0.1,5505.38,2444.92,1.1,Pending
MOV1485,Jorge Johnson,East Rebecca,Georgia,West,B,Type2,2024-07-20,15,293.27,0.07,5565.34,2375.83,2.3,Completed
MOV1486,Walter Russell,South Markborough,West Virginia,South,D,Type3,2023-11-30,17,83.24,,3145.29,2700.42,4.0,Completed
MOV1487,Monique Mccarthy,East Kimberly,Utah,South,C,Type1,2026-01-11,16,814.15,0.21,7143.57,4297.47,4.2,Cancelled
MOV1488,John Matthews,Daughertychester,Pennsylvania,East,A,Type1,2024-11-25,8,619.02,0.2,1471.59,2229.5,3.9,Cancelled
MOV1489,Peter Payne,Hurstport,Michigan,West,B,Type3,2023-07-21,17,641.27,0.06,1639.08,2062.23,1.3,Completed
MOV1490,Timothy Gibson,Matthewville,Oregon,South,C,Type1,2024-05-12,4,441.32,0.22,1940.0,4862.6,1.8,Completed
MOV1491,Christopher Patel,Webbfort,Colorado,West,A,Type1,2025-09-07,11,573.06,0.03,644.09,664.11,1.3,Cancelled
MOV1492,Andrea Smith,South Stevenchester,Kansas,West,C,Type3,2024-02-16,18,414.1,0.3,5431.17,4519.61,3.4,Completed
MOV1493,Selena Gonzalez,East Scott,Utah,North,C,Type3,2023-11-25,2,47.53,0.16,1803.99,85.56,2.5,Pending
MOV1494,Thomas Lam,Port Rick,Arizona,West,D,Type1,2025-04-02,17,958.37,0.07,3366.63,682.36,3.0,Pending
MOV1495,Jeffrey Bailey,Justinmouth,Georgia,South,A,Type1,2025-05-11,16,392.06,0.12,5843.43,1203.65,1.9,Cancelled
MOV1496,Paula Kennedy,Duarteport,Nebraska,West,A,Type1,2026-02-06,2,409.39,0.2,9692.72,-368.4,3.2,Completed
MOV1497,Benjamin Valdez,South Kelli,Illinois,North,A,Type2,2024-08-04,6,64.9,0.02,8380.38,-458.09,4.5,Cancelled
MOV1498,Lisa Payne,West Danielle,Maryland,West,A,Type1,2023-08-28,19,564.95,0.29,7429.07,1942.19,4.4,Pending
MOV1499,Anna Johnson,Paulfort,Washington,South,D,Type1,2026-01-27,8,509.45,0.14,6816.99,636.91,1.4,Completed
MOV1500,Michelle Price,East Allison,Missouri,South,B,Type3,2025-04-06,1,712.49,0.05,4896.72,2887.52,2.9,Pending
MOV1501,Ethan Matthews,Vincentland,Delaware,South,B,Type1,2025-04-16,7,224.78,0.23,3154.51,1470.89,3.5,Cancelled
MOV1502,Ariana Mullins,Charlesport,Vermont,North,A,Type1,2025-09-21,3,284.12,0.05,9986.32,1108.42,3.0,Cancelled
MOV1503,Sue Thompson,New Loristad,Oregon,West,A,Type1,2024-07-04,10,176.26,0.27,7070.53,432.0,4.5,Completed
MOV1504,Lisa Serrano,New Tonyberg,Wyoming,West,A,Type3,2024-03-10,8,513.45,,3880.44,1722.21,3.7,Pending
MOV1505,Tracy Colon,Bushton,California,East,C,Type3,2026-01-23,18,232.74,0.3,8581.8,4711.59,1.8,Cancelled
MOV1506,Eric Murphy,Port Kelseytown,New Hampshire,North,B,Type1,2026-01-07,3,632.85,0.13,6211.38,2660.09,1.5,Cancelled
MOV1507,Gabriel Adams DDS,West Davidland,Arizona,West,A,Type3,2024-01-02,3,359.59,0.02,8011.95,1303.03,3.9,Cancelled
MOV1508,Anna Lee,Lewisfort,New Hampshire,South,B,Type3,2023-07-01,11,207.42,0.28,8370.6,1628.53,2.4,Completed
MOV1509,Vicki Williams,Haynesbury,South Carolina,West,D,Type2,2024-01-21,10,331.12,,8846.31,4713.98,2.2,Pending
MOV1510,Tiffany Simpson,Kochmouth,Missouri,East,A,Type3,2024-01-24,6,417.25,0.09,4577.19,-124.41,4.9,Cancelled
MOV1511,Amanda Morgan,New Annette,New Mexico,East,D,Type1,2025-12-26,3,812.78,0.23,2604.94,1973.93,2.7,Pending
MOV1512,Dylan Erickson,East Richardport,Ohio,North,B,Type1,2025-02-05,9,500.75,0.17,8188.95,4852.73,4.8,Pending
MOV1513,Christopher Olson,Dawnland,Kentucky,South,B,Type2,2024-07-01,14,390.55,0.2,1869.01,1274.86,1.6,Completed
MOV1514,Amy Jackson,Lake Wendymouth,Nebraska,East,A,Type1,2026-04-21,14,712.03,0.06,6739.05,409.09,3.1,Completed
MOV1515,Trevor Herrera,New Donnaville,Delaware,East,B,Type2,2025-01-04,3,680.58,0.28,1856.77,4226.2,2.5,Completed
MOV1516,Olivia Davis,Lake Amyhaven,Hawaii,West,C,Type2,2024-12-05,7,605.85,0.25,8112.66,1373.34,3.5,Pending
MOV1517,Jose Wood,Kristaland,South Carolina,West,D,Type3,2024-01-28,9,601.69,0.2,9674.0,3309.62,4.7,Cancelled
MOV1518,Jared Rogers,South Kayla,Mississippi,East,D,Type3,2024-10-06,17,615.49,0.22,9989.78,300.98,1.2,Pending
MOV1519,Dennis Jackson,East Nathan,Florida,South,A,Type2,2025-11-14,3,583.42,0.28,6632.59,-392.72,4.8,Cancelled
MOV1520,George Lopez,North Donald,New York,South,C,Type2,2024-11-09,3,45.27,0.13,2717.93,4723.22,1.0,Pending
MOV1521,Stacy Hernandez,Port Christinemouth,Arkansas,West,B,Type1,2024-09-20,7,291.42,0.2,1185.06,388.84,1.6,Pending
MOV1522,Mitchell Kennedy,Lake Kimberly,Connecticut,East,A,Type1,2025-01-08,11,537.65,0.26,7870.92,3781.11,4.8,Cancelled
MOV1523,Michael Wood,Gonzalezhaven,Kentucky,South,D,Type3,2026-05-03,6,882.92,0.28,628.65,3749.48,2.7,Cancelled
MOV1524,Sarah Flowers,Joanchester,Arkansas,South,B,Type1,2023-07-10,10,33.6,0.29,3477.04,450.86,3.6,Pending
MOV1525,Charles Richards,Wrighthaven,Arizona,West,A,Type3,2025-09-02,13,870.94,0.2,3228.14,,2.5,Cancelled
MOV1526,Renee Johnston,Port Markmouth,Illinois,West,C,Type2,2023-10-05,18,533.54,0.17,6643.79,3077.67,3.2,Cancelled
MOV1527,Matthew Newton,West Theresafort,Nebraska,North,A,Type1,2023-08-03,19,699.9,0.26,6602.44,26.1,3.1,Cancelled
MOV1528,Allison Mathis,Andreachester,Missouri,North,B,Type3,2026-02-08,12,612.49,0.1,3436.19,381.77,2.1,Cancelled
MOV1529,Sheila Houston,,Vermont,North,C,Type1,2023-08-24,9,513.04,0.28,850.93,1528.04,4.2,Pending
MOV1530,Courtney Douglas,Romeroview,North Carolina,South,B,Type2,2024-11-10,13,72.88,0.03,7173.72,7.08,3.6,Cancelled
MOV1531,Jean Watts,Port Gordonfort,Vermont,East,C,Type2,2026-02-14,8,302.22,0.09,3860.65,4065.42,3.2,Completed
MOV1532,Jennifer Leach,Brandonland,New Mexico,West,B,Type3,2026-05-09,15,670.32,0.27,2894.5,3401.53,4.1,Cancelled
MOV1533,Rachel Steele,New Thomas,New York,South,A,Type3,2025-11-20,19,569.64,0.27,3610.99,-374.45,3.9,Pending
MOV1534,Elizabeth Smith,Hernandezberg,Wisconsin,West,D,Type2,2024-09-23,14,524.42,0.05,4090.98,3200.45,4.5,Cancelled
MOV1535,John Payne,Port Ryan,Washington,West,A,Type2,2023-09-06,3,203.22,0.22,6644.23,,2.7,Pending
MOV1536,Jose Mercado,Kimberlyport,Ohio,West,A,Type2,2023-07-29,5,497.95,,2867.14,3529.41,3.2,Cancelled
MOV1537,Brian Miller,South Amy,Colorado,North,C,Type3,2023-11-09,9,18.95,0.18,347.18,4526.18,1.3,Pending
MOV1538,Sandra Buchanan,Gomezton,Idaho,East,B,Type3,2023-12-02,3,12.39,0.28,5655.01,1798.5,4.4,Pending
MOV1539,Sherri Davis,West Karen,Virginia,West,B,Type3,2025-05-19,7,195.27,0.23,1036.06,2630.34,2.5,Pending
MOV1540,Richard Warren,Lake Alejandrostad,Arkansas,West,B,Type2,2024-11-12,18,683.06,0.12,1267.44,1330.86,1.6,Pending
MOV1541,Danny Stevens,South Tammyhaven,North Carolina,South,A,Type1,2024-04-17,14,821.38,0.06,3072.48,4407.25,2.7,Cancelled
MOV1542,David Sharp,Parrishmouth,Kentucky,South,B,Type2,2024-01-21,8,931.37,0.29,9572.74,4560.91,1.1,Completed
MOV1543,Joseph Ramirez,Pittmanstad,Vermont,West,C,Type3,2024-12-30,10,129.22,0.16,2506.72,2856.55,3.7,Completed
MOV1544,Vickie Walker,South Timothyview,South Carolina,West,A,Type3,2024-04-24,19,195.48,0.09,4869.66,4487.11,3.8,Completed
MOV1545,Michael Young,Port Kelsey,Utah,East,C,Type3,2024-05-25,15,690.09,0.11,8091.07,418.32,4.7,Cancelled
MOV1546,Travis Castillo,South Lauraland,Hawaii,East,B,Type2,2025-03-17,13,857.01,0.02,9146.72,1510.97,4.4,Cancelled
MOV1547,Elizabeth Gentry,Chaseborough,Illinois,North,D,Type3,2026-02-20,15,395.48,0.17,3944.0,3360.53,1.2,Cancelled
MOV1548,Kimberly Gomez,,Michigan,East,D,Type3,2025-12-30,17,426.32,0.1,3202.02,3503.63,3.9,Completed
MOV1549,Jamie Reyes,New Desiree,Virginia,East,D,Type2,2023-10-31,12,839.35,0.13,6563.97,2538.15,1.4,Pending
MOV1550,Paige Williamson,Webbmouth,Mississippi,East,C,Type2,2023-08-20,15,316.88,0.25,8866.63,1724.78,1.3,Completed
MOV1551,Taylor Weaver,West Andreafurt,South Dakota,North,C,Type2,2025-03-27,11,931.51,0.29,7366.57,2830.32,1.0,Pending
MOV1552,Bruce Brooks,South Michaelhaven,West Virginia,South,B,Type3,2023-08-26,13,838.9,0.01,9845.83,671.57,1.5,Completed
MOV1553,Jody Kelly,Whiteport,Colorado,East,C,Type2,2024-08-30,11,656.0,0.27,9804.51,3442.91,1.3,Completed
MOV1554,Kim Nguyen,Barbaraview,Ohio,East,B,Type2,2025-09-12,6,542.47,0.01,2381.41,4265.97,4.1,Pending
MOV1555,Haley Taylor,,Washington,North,B,Type1,2025-12-03,5,406.74,0.12,5203.57,627.87,1.4,Cancelled
MOV1556,David Haney,Lindatown,Texas,South,C,Type3,2025-11-26,6,175.22,0.14,7734.48,-26.08,3.8,Completed
MOV1557,Brian Silva,Thomaschester,Arizona,West,B,Type3,2023-09-29,1,659.02,0.23,6085.31,2014.73,2.3,Pending
MOV1558,Terri Humphrey,Deannatown,Mississippi,South,C,Type3,2025-05-31,6,705.81,0.28,752.27,1304.49,2.2,Cancelled
MOV1559,Jessica Kelly,Johnton,Missouri,East,C,Type1,2025-01-28,19,672.6,0.29,5843.53,1705.96,2.0,Pending
MOV1560,Samuel Hale,Cassidybury,Virginia,East,D,Type2,2026-03-06,13,404.43,0.04,5376.18,4043.26,4.8,Completed
MOV1561,Christina Turner,North Dianaland,Pennsylvania,East,C,Type1,2023-08-31,9,943.86,0.27,1224.59,4847.15,2.4,Cancelled
MOV1562,Dylan Armstrong,Molinaton,Rhode Island,East,C,Type3,2026-01-13,7,73.5,0.1,5526.6,-79.76,3.0,Cancelled
MOV1563,Scott Dixon,Brandiport,Alaska,East,D,Type1,2024-04-29,18,947.34,0.26,2315.23,-435.04,3.0,Cancelled
MOV1564,Alicia Rosales,South Paulahaven,Tennessee,West,D,Type1,2025-05-07,3,475.34,0.21,4584.88,2891.49,3.0,Cancelled
MOV1565,Amanda Webb,Lake David,Florida,South,B,Type3,2025-09-09,14,908.72,0.11,8248.91,3292.41,3.1,Completed
MOV1566,Kirk Martin,Lake Scott,Missouri,West,C,Type3,2024-08-08,9,928.37,0.24,3445.22,1143.18,4.4,Pending
MOV1567,Brenda Ray,Ginahaven,Louisiana,North,B,Type2,2024-04-18,3,120.47,0.06,2689.62,2828.41,3.5,Cancelled
MOV1568,George Sanchez,Marilynstad,South Carolina,South,D,Type2,2023-10-20,4,699.21,0.14,4763.07,-81.86,4.2,Cancelled
MOV1569,Martin Jones,Lake Anitaside,New Hampshire,West,A,Type3,2026-02-06,12,284.66,0.1,8196.85,3593.97,3.8,Pending
MOV1570,Leslie Powell,West Jonathanton,Illinois,North,D,Type1,2023-07-09,15,668.14,0.27,6849.52,3907.92,2.4,Cancelled
MOV1571,Christina Boyd,South Samanthastad,Nevada,South,C,Type3,2024-12-18,10,187.67,0.21,7979.55,373.47,3.8,Completed
MOV1572,Linda Simpson,Miguelstad,Iowa,North,B,Type3,2024-08-22,11,418.5,0.29,1303.2,2182.77,2.6,Cancelled
MOV1573,Nicole Terry,West Frederickview,Washington,North,B,Type1,2023-05-29,4,98.47,0.16,325.33,497.54,4.3,Completed
MOV1574,James Payne,Masonborough,Hawaii,East,A,Type1,2025-09-05,10,38.65,0.23,8785.9,2173.95,1.8,Cancelled
MOV1575,Michael Myers,Reyesville,Montana,East,D,Type2,2024-06-30,4,571.01,0.13,6761.09,2809.44,1.9,Completed
MOV1576,Barbara Tate,Barbaraport,Vermont,South,A,Type1,2023-05-28,14,704.12,0.2,7209.49,520.72,1.8,Cancelled
MOV1577,Justin Meyers,South Patrickfurt,Louisiana,South,B,Type2,2026-01-09,8,554.36,0.23,9806.94,2286.62,4.1,Completed
MOV1578,Ronald Fry,Jamiefort,California,South,D,Type2,2024-08-25,1,697.67,0.25,8844.33,2870.57,2.7,Pending
MOV1579,Heather Mathis,Deannaborough,Georgia,East,B,Type3,2024-09-17,19,288.64,0.1,1096.55,2044.3,4.2,Completed
MOV1580,Sara Murphy,Benjaminborough,Oregon,West,C,Type2,2024-12-15,9,389.21,0.3,159.19,2757.66,4.4,Pending
MOV1581,Susan Anderson,Port Robertstad,Illinois,West,C,Type3,2025-06-16,15,784.11,0.02,1465.18,3248.57,4.8,Completed
MOV1582,Kevin Lewis,Davidburgh,Oregon,East,C,Type2,2025-02-03,2,784.63,0.03,4793.82,1282.17,3.2,Completed
MOV1583,Joseph Whitaker,Collinsmouth,California,North,B,Type2,2023-12-03,7,751.8,0.05,3763.29,3061.39,2.1,Cancelled
MOV1584,James Evans,East William,Wyoming,East,B,Type1,2026-01-15,12,570.85,0.15,6676.43,4792.05,2.6,Completed
MOV1585,Anthony Lopez,West Douglaschester,New Hampshire,South,C,Type3,2025-06-24,17,61.31,0.05,8960.27,1144.94,5.0,Completed
MOV1586,Steven Washington,Alvaradoborough,Washington,East,B,Type3,2025-08-01,2,453.89,0.09,3570.82,700.76,4.6,Cancelled
MOV1587,Mary Turner,Heatherville,Nevada,West,A,Type3,2023-12-08,8,132.18,0.17,2181.12,986.1,2.1,Cancelled
MOV1588,Mr. Jose Reed DVM,West Christopherstad,Nevada,South,D,Type3,2023-06-07,4,109.89,0.1,5314.52,2590.85,3.1,Cancelled
MOV1589,Joseph Mendoza,Brandonchester,Michigan,North,D,Type2,2025-12-07,2,193.87,0.25,9118.13,2384.95,3.7,Completed
MOV1590,Lori Baird,Toddview,Wisconsin,North,B,Type1,2024-07-10,14,124.46,0.07,1815.47,2246.69,4.8,Cancelled
MOV1591,Gina Brewer,Eileenburgh,Connecticut,North,A,Type2,2025-01-08,9,177.63,0.26,2314.05,1305.16,3.9,Completed
MOV1592,Robert Mccormick,Bryanmouth,Michigan,North,B,Type2,2026-03-19,14,107.03,0.15,6115.63,-391.64,2.8,Completed
MOV1593,Brian Jones,New Janetland,Minnesota,North,C,Type3,2024-08-07,8,911.66,0.18,9856.98,1991.57,3.8,Completed
MOV1594,Christopher Daniels,Port Heidiburgh,New Jersey,South,D,Type1,2024-12-17,19,440.75,0.02,7501.14,835.37,3.4,Completed
MOV1595,William Sanders,Lake Cindyfort,Minnesota,North,A,Type3,2025-05-03,19,985.75,0.1,3315.1,2950.78,3.9,Pending
